path,label
Data/genres_original/jazz/jazz.00043.wav,jazz
Data/genres_original/pop/pop.00003.wav,pop
Data/genres_original/pop/pop.00023.wav,pop
Data/genres_original/country/country.00039.wav,country
Data/genres_original/blues/blues.00068.wav,blues
Data/genres_original/rock/rock.00045.wav,rock
Data/genres_original/jazz/jazz.00008.wav,jazz
Data/genres_original/hiphop/hiphop.00042.wav,hiphop
Data/genres_original/hiphop/hiphop.00046.wav,hiphop
Data/genres_original/disco/disco.00082.wav,disco
Data/genres_original/hiphop/hiphop.00082.wav,hiphop
Data/genres_original/blues/blues.00061.wav,blues
Data/genres_original/reggae/reggae.00057.wav,reggae
Data/genres_original/rock/rock.00038.wav,rock
Data/genres_original/classical/classical.00039.wav,classical
Data/genres_original/country/country.00016.wav,country
Data/genres_original/metal/metal.00008.wav,metal
Data/genres_original/rock/rock.00060.wav,rock
Data/genres_original/blues/blues.00037.wav,blues
Data/genres_original/country/country.00073.wav,country
Data/genres_original/reggae/reggae.00098.wav,reggae
Data/genres_original/blues/blues.00053.wav,blues
Data/genres_original/country/country.00070.wav,country
Data/genres_original/reggae/reggae.00000.wav,reggae
Data/genres_original/metal/metal.00027.wav,metal
Data/genres_original/reggae/reggae.00082.wav,reggae
Data/genres_original/reggae/reggae.00071.wav,reggae
Data/genres_original/reggae/reggae.00078.wav,reggae
Data/genres_original/rock/rock.00008.wav,rock
Data/genres_original/reggae/reggae.00002.wav,reggae
Data/genres_original/country/country.00061.wav,country
Data/genres_original/reggae/reggae.00041.wav,reggae
Data/genres_original/hiphop/hiphop.00061.wav,hiphop
Data/genres_original/country/country.00050.wav,country
Data/genres_original/classical/classical.00022.wav,classical
Data/genres_original/rock/rock.00068.wav,rock
Data/genres_original/metal/metal.00072.wav,metal
Data/genres_original/classical/classical.00050.wav,classical
Data/genres_original/metal/metal.00098.wav,metal
Data/genres_original/rock/rock.00027.wav,rock
Data/genres_original/jazz/jazz.00040.wav,jazz
Data/genres_original/disco/disco.00096.wav,disco
Data/genres_original/jazz/jazz.00047.wav,jazz
Data/genres_original/blues/blues.00017.wav,blues
Data/genres_original/rock/rock.00062.wav,rock
Data/genres_original/metal/metal.00088.wav,metal
Data/genres_original/metal/metal.00060.wav,metal
Data/genres_original/classical/classical.00025.wav,classical
Data/genres_original/pop/pop.00044.wav,pop
Data/genres_original/metal/metal.00071.wav,metal
Data/genres_original/reggae/reggae.00017.wav,reggae
Data/genres_original/country/country.00071.wav,country
Data/genres_original/jazz/jazz.00071.wav,jazz
Data/genres_original/metal/metal.00037.wav,metal
Data/genres_original/reggae/reggae.00093.wav,reggae
Data/genres_original/country/country.00015.wav,country
Data/genres_original/metal/metal.00053.wav,metal
Data/genres_original/disco/disco.00030.wav,disco
Data/genres_original/disco/disco.00049.wav,disco
Data/genres_original/jazz/jazz.00024.wav,jazz
Data/genres_original/reggae/reggae.00009.wav,reggae
Data/genres_original/country/country.00051.wav,country
Data/genres_original/hiphop/hiphop.00025.wav,hiphop
Data/genres_original/classical/classical.00036.wav,classical
Data/genres_original/blues/blues.00011.wav,blues
Data/genres_original/hiphop/hiphop.00027.wav,hiphop
Data/genres_original/country/country.00030.wav,country
Data/genres_original/hiphop/hiphop.00014.wav,hiphop
Data/genres_original/blues/blues.00093.wav,blues
Data/genres_original/disco/disco.00053.wav,disco
Data/genres_original/pop/pop.00031.wav,pop
Data/genres_original/classical/classical.00031.wav,classical
Data/genres_original/country/country.00048.wav,country
Data/genres_original/rock/rock.00039.wav,rock
Data/genres_original/country/country.00093.wav,country
Data/genres_original/pop/pop.00035.wav,pop
Data/genres_original/blues/blues.00062.wav,blues
Data/genres_original/metal/metal.00056.wav,metal
Data/genres_original/country/country.00055.wav,country
Data/genres_original/jazz/jazz.00087.wav,jazz
Data/genres_original/pop/pop.00047.wav,pop
Data/genres_original/metal/metal.00048.wav,metal
Data/genres_original/metal/metal.00093.wav,metal
Data/genres_original/pop/pop.00038.wav,pop
Data/genres_original/pop/pop.00095.wav,pop
Data/genres_original/blues/blues.00079.wav,blues
Data/genres_original/blues/blues.00051.wav,blues
Data/genres_original/country/country.00034.wav,country
Data/genres_original/metal/metal.00010.wav,metal
Data/genres_original/disco/disco.00071.wav,disco
Data/genres_original/rock/rock.00020.wav,rock
Data/genres_original/blues/blues.00054.wav,blues
Data/genres_original/blues/blues.00074.wav,blues
Data/genres_original/reggae/reggae.00038.wav,reggae
Data/genres_original/classical/classical.00085.wav,classical
Data/genres_original/pop/pop.00085.wav,pop
Data/genres_original/disco/disco.00054.wav,disco
Data/genres_original/pop/pop.00059.wav,pop
Data/genres_original/disco/disco.00050.wav,disco
Data/genres_original/jazz/jazz.00053.wav,jazz
Data/genres_original/hiphop/hiphop.00008.wav,hiphop
Data/genres_original/disco/disco.00075.wav,disco
Data/genres_original/disco/disco.00041.wav,disco
Data/genres_original/metal/metal.00009.wav,metal
Data/genres_original/classical/classical.00035.wav,classical
Data/genres_original/jazz/jazz.00016.wav,jazz
Data/genres_original/blues/blues.00032.wav,blues
Data/genres_original/disco/disco.00010.wav,disco
Data/genres_original/jazz/jazz.00084.wav,jazz
Data/genres_original/reggae/reggae.00094.wav,reggae
Data/genres_original/classical/classical.00069.wav,classical
Data/genres_original/reggae/reggae.00039.wav,reggae
Data/genres_original/disco/disco.00032.wav,disco
Data/genres_original/jazz/jazz.00068.wav,jazz
Data/genres_original/rock/rock.00002.wav,rock
Data/genres_original/country/country.00026.wav,country
Data/genres_original/pop/pop.00098.wav,pop
Data/genres_original/classical/classical.00008.wav,classical
Data/genres_original/rock/rock.00046.wav,rock
Data/genres_original/blues/blues.00067.wav,blues
Data/genres_original/rock/rock.00011.wav,rock
Data/genres_original/blues/blues.00034.wav,blues
Data/genres_original/pop/pop.00037.wav,pop
Data/genres_original/hiphop/hiphop.00073.wav,hiphop
Data/genres_original/jazz/jazz.00019.wav,jazz
Data/genres_original/pop/pop.00019.wav,pop
Data/genres_original/country/country.00047.wav,country
Data/genres_original/jazz/jazz.00007.wav,jazz
Data/genres_original/reggae/reggae.00060.wav,reggae
Data/genres_original/metal/metal.00038.wav,metal
Data/genres_original/rock/rock.00025.wav,rock
Data/genres_original/jazz/jazz.00044.wav,jazz
Data/genres_original/disco/disco.00026.wav,disco
Data/genres_original/metal/metal.00085.wav,metal
Data/genres_original/rock/rock.00003.wav,rock
Data/genres_original/metal/metal.00057.wav,metal
Data/genres_original/jazz/jazz.00027.wav,jazz
Data/genres_original/classical/classical.00026.wav,classical
Data/genres_original/hiphop/hiphop.00010.wav,hiphop
Data/genres_original/country/country.00024.wav,country
Data/genres_original/classical/classical.00001.wav,classical
Data/genres_original/hiphop/hiphop.00072.wav,hiphop
Data/genres_original/classical/classical.00000.wav,classical
Data/genres_original/reggae/reggae.00001.wav,reggae
Data/genres_original/classical/classical.00053.wav,classical
Data/genres_original/classical/classical.00005.wav,classical
Data/genres_original/classical/classical.00028.wav,classical
Data/genres_original/metal/metal.00078.wav,metal
Data/genres_original/classical/classical.00059.wav,classical
Data/genres_original/classical/classical.00032.wav,classical
Data/genres_original/rock/rock.00067.wav,rock
Data/genres_original/metal/metal.00069.wav,metal
Data/genres_original/blues/blues.00015.wav,blues
Data/genres_original/reggae/reggae.00080.wav,reggae
Data/genres_original/country/country.00058.wav,country
Data/genres_original/classical/classical.00004.wav,classical
Data/genres_original/country/country.00088.wav,country
Data/genres_original/hiphop/hiphop.00090.wav,hiphop
Data/genres_original/pop/pop.00048.wav,pop
Data/genres_original/pop/pop.00074.wav,pop
Data/genres_original/disco/disco.00090.wav,disco
Data/genres_original/metal/metal.00001.wav,metal
Data/genres_original/hiphop/hiphop.00033.wav,hiphop
Data/genres_original/blues/blues.00098.wav,blues
Data/genres_original/rock/rock.00028.wav,rock
Data/genres_original/disco/disco.00027.wav,disco
Data/genres_original/pop/pop.00026.wav,pop
Data/genres_original/metal/metal.00095.wav,metal
Data/genres_original/metal/metal.00015.wav,metal
Data/genres_original/rock/rock.00009.wav,rock
Data/genres_original/disco/disco.00051.wav,disco
Data/genres_original/jazz/jazz.00092.wav,jazz
Data/genres_original/disco/disco.00037.wav,disco
Data/genres_original/blues/blues.00038.wav,blues
Data/genres_original/hiphop/hiphop.00081.wav,hiphop
Data/genres_original/country/country.00037.wav,country
Data/genres_original/classical/classical.00089.wav,classical
Data/genres_original/jazz/jazz.00032.wav,jazz
Data/genres_original/reggae/reggae.00068.wav,reggae
Data/genres_original/classical/classical.00018.wav,classical
Data/genres_original/hiphop/hiphop.00057.wav,hiphop
Data/genres_original/disco/disco.00067.wav,disco
Data/genres_original/metal/metal.00016.wav,metal
Data/genres_original/metal/metal.00019.wav,metal
Data/genres_original/pop/pop.00013.wav,pop
Data/genres_original/hiphop/hiphop.00045.wav,hiphop
Data/genres_original/reggae/reggae.00087.wav,reggae
Data/genres_original/blues/blues.00007.wav,blues
Data/genres_original/country/country.00096.wav,country
Data/genres_original/rock/rock.00064.wav,rock
Data/genres_original/pop/pop.00080.wav,pop
Data/genres_original/jazz/jazz.00051.wav,jazz
Data/genres_original/disco/disco.00055.wav,disco
Data/genres_original/jazz/jazz.00056.wav,jazz
Data/genres_original/country/country.00057.wav,country
Data/genres_original/reggae/reggae.00015.wav,reggae
Data/genres_original/metal/metal.00041.wav,metal
Data/genres_original/country/country.00000.wav,country
Data/genres_original/blues/blues.00052.wav,blues
Data/genres_original/jazz/jazz.00094.wav,jazz
Data/genres_original/blues/blues.00028.wav,blues
Data/genres_original/country/country.00027.wav,country
Data/genres_original/jazz/jazz.00001.wav,jazz
Data/genres_original/disco/disco.00089.wav,disco
Data/genres_original/disco/disco.00073.wav,disco
Data/genres_original/blues/blues.00020.wav,blues
Data/genres_original/country/country.00052.wav,country
Data/genres_original/pop/pop.00077.wav,pop
Data/genres_original/hiphop/hiphop.00004.wav,hiphop
Data/genres_original/reggae/reggae.00046.wav,reggae
Data/genres_original/reggae/reggae.00059.wav,reggae
Data/genres_original/hiphop/hiphop.00026.wav,hiphop
Data/genres_original/disco/disco.00020.wav,disco
Data/genres_original/blues/blues.00095.wav,blues
Data/genres_original/hiphop/hiphop.00089.wav,hiphop
Data/genres_original/reggae/reggae.00055.wav,reggae
Data/genres_original/metal/metal.00058.wav,metal
Data/genres_original/rock/rock.00017.wav,rock
Data/genres_original/hiphop/hiphop.00047.wav,hiphop
Data/genres_original/jazz/jazz.00011.wav,jazz
Data/genres_original/hiphop/hiphop.00088.wav,hiphop
Data/genres_original/jazz/jazz.00090.wav,jazz
Data/genres_original/hiphop/hiphop.00063.wav,hiphop
Data/genres_original/pop/pop.00006.wav,pop
Data/genres_original/classical/classical.00060.wav,classical
Data/genres_original/metal/metal.00002.wav,metal
Data/genres_original/disco/disco.00006.wav,disco
Data/genres_original/pop/pop.00042.wav,pop
Data/genres_original/rock/rock.00022.wav,rock
Data/genres_original/disco/disco.00001.wav,disco
Data/genres_original/blues/blues.00019.wav,blues
Data/genres_original/country/country.00002.wav,country
Data/genres_original/classical/classical.00093.wav,classical
Data/genres_original/pop/pop.00094.wav,pop
Data/genres_original/reggae/reggae.00066.wav,reggae
Data/genres_original/hiphop/hiphop.00051.wav,hiphop
Data/genres_original/jazz/jazz.00093.wav,jazz
Data/genres_original/country/country.00068.wav,country
Data/genres_original/country/country.00017.wav,country
Data/genres_original/country/country.00023.wav,country
Data/genres_original/blues/blues.00077.wav,blues
Data/genres_original/reggae/reggae.00008.wav,reggae
Data/genres_original/rock/rock.00081.wav,rock
Data/genres_original/disco/disco.00058.wav,disco
Data/genres_original/country/country.00004.wav,country
Data/genres_original/pop/pop.00054.wav,pop
Data/genres_original/classical/classical.00071.wav,classical
Data/genres_original/hiphop/hiphop.00048.wav,hiphop
Data/genres_original/rock/rock.00004.wav,rock
Data/genres_original/classical/classical.00088.wav,classical
Data/genres_original/hiphop/hiphop.00019.wav,hiphop
Data/genres_original/classical/classical.00010.wav,classical
Data/genres_original/pop/pop.00089.wav,pop
Data/genres_original/classical/classical.00095.wav,classical
Data/genres_original/blues/blues.00087.wav,blues
Data/genres_original/hiphop/hiphop.00023.wav,hiphop
Data/genres_original/rock/rock.00024.wav,rock
Data/genres_original/pop/pop.00014.wav,pop
Data/genres_original/hiphop/hiphop.00049.wav,hiphop
Data/genres_original/rock/rock.00050.wav,rock
Data/genres_original/classical/classical.00014.wav,classical
Data/genres_original/rock/rock.00098.wav,rock
Data/genres_original/reggae/reggae.00045.wav,reggae
Data/genres_original/jazz/jazz.00083.wav,jazz
Data/genres_original/metal/metal.00065.wav,metal
Data/genres_original/hiphop/hiphop.00094.wav,hiphop
Data/genres_original/reggae/reggae.00023.wav,reggae
Data/genres_original/reggae/reggae.00091.wav,reggae
Data/genres_original/pop/pop.00052.wav,pop
Data/genres_original/reggae/reggae.00006.wav,reggae
Data/genres_original/country/country.00077.wav,country
Data/genres_original/disco/disco.00016.wav,disco
Data/genres_original/pop/pop.00011.wav,pop
Data/genres_original/rock/rock.00070.wav,rock
Data/genres_original/rock/rock.00073.wav,rock
Data/genres_original/reggae/reggae.00012.wav,reggae
Data/genres_original/disco/disco.00042.wav,disco
Data/genres_original/country/country.00036.wav,country
Data/genres_original/country/country.00038.wav,country
Data/genres_original/metal/metal.00059.wav,metal
Data/genres_original/jazz/jazz.00069.wav,jazz
Data/genres_original/blues/blues.00057.wav,blues
Data/genres_original/hiphop/hiphop.00098.wav,hiphop
Data/genres_original/hiphop/hiphop.00021.wav,hiphop
Data/genres_original/country/country.00086.wav,country
Data/genres_original/disco/disco.00069.wav,disco
Data/genres_original/hiphop/hiphop.00044.wav,hiphop
Data/genres_original/blues/blues.00081.wav,blues
Data/genres_original/jazz/jazz.00021.wav,jazz
Data/genres_original/classical/classical.00045.wav,classical
Data/genres_original/pop/pop.00083.wav,pop
Data/genres_original/blues/blues.00097.wav,blues
Data/genres_original/jazz/jazz.00088.wav,jazz
Data/genres_original/hiphop/hiphop.00075.wav,hiphop
Data/genres_original/disco/disco.00081.wav,disco
Data/genres_original/blues/blues.00013.wav,blues
Data/genres_original/rock/rock.00071.wav,rock
Data/genres_original/country/country.00078.wav,country
Data/genres_original/hiphop/hiphop.00028.wav,hiphop
Data/genres_original/country/country.00083.wav,country
Data/genres_original/rock/rock.00033.wav,rock
Data/genres_original/metal/metal.00032.wav,metal
Data/genres_original/metal/metal.00075.wav,metal
Data/genres_original/pop/pop.00062.wav,pop
Data/genres_original/reggae/reggae.00079.wav,reggae
Data/genres_original/hiphop/hiphop.00071.wav,hiphop
Data/genres_original/classical/classical.00078.wav,classical
Data/genres_original/rock/rock.00092.wav,rock
Data/genres_original/blues/blues.00008.wav,blues
Data/genres_original/disco/disco.00064.wav,disco
Data/genres_original/metal/metal.00046.wav,metal
Data/genres_original/jazz/jazz.00020.wav,jazz
Data/genres_original/pop/pop.00018.wav,pop
Data/genres_original/disco/disco.00087.wav,disco
Data/genres_original/blues/blues.00092.wav,blues
Data/genres_original/classical/classical.00009.wav,classical
Data/genres_original/reggae/reggae.00011.wav,reggae
Data/genres_original/reggae/reggae.00036.wav,reggae
Data/genres_original/disco/disco.00023.wav,disco
Data/genres_original/metal/metal.00087.wav,metal
Data/genres_original/pop/pop.00016.wav,pop
Data/genres_original/reggae/reggae.00044.wav,reggae
Data/genres_original/classical/classical.00023.wav,classical
Data/genres_original/reggae/reggae.00081.wav,reggae
Data/genres_original/country/country.00059.wav,country
Data/genres_original/country/country.00082.wav,country
Data/genres_original/jazz/jazz.00096.wav,jazz
Data/genres_original/reggae/reggae.00024.wav,reggae
Data/genres_original/rock/rock.00065.wav,rock
Data/genres_original/hiphop/hiphop.00069.wav,hiphop
Data/genres_original/rock/rock.00054.wav,rock
Data/genres_original/rock/rock.00029.wav,rock
Data/genres_original/classical/classical.00054.wav,classical
Data/genres_original/jazz/jazz.00025.wav,jazz
Data/genres_original/blues/blues.00027.wav,blues
Data/genres_original/disco/disco.00038.wav,disco
Data/genres_original/classical/classical.00097.wav,classical
Data/genres_original/reggae/reggae.00025.wav,reggae
Data/genres_original/blues/blues.00080.wav,blues
Data/genres_original/metal/metal.00014.wav,metal
Data/genres_original/blues/blues.00071.wav,blues
Data/genres_original/metal/metal.00033.wav,metal
Data/genres_original/country/country.00019.wav,country
Data/genres_original/hiphop/hiphop.00006.wav,hiphop
Data/genres_original/reggae/reggae.00062.wav,reggae
Data/genres_original/blues/blues.00048.wav,blues
Data/genres_original/jazz/jazz.00004.wav,jazz
Data/genres_original/pop/pop.00056.wav,pop
Data/genres_original/reggae/reggae.00051.wav,reggae
Data/genres_original/metal/metal.00012.wav,metal
Data/genres_original/classical/classical.00029.wav,classical
Data/genres_original/reggae/reggae.00052.wav,reggae
Data/genres_original/blues/blues.00058.wav,blues
Data/genres_original/classical/classical.00081.wav,classical
Data/genres_original/pop/pop.00081.wav,pop
Data/genres_original/metal/metal.00017.wav,metal
Data/genres_original/disco/disco.00098.wav,disco
Data/genres_original/reggae/reggae.00086.wav,reggae
Data/genres_original/country/country.00085.wav,country
Data/genres_original/rock/rock.00006.wav,rock
Data/genres_original/rock/rock.00069.wav,rock
Data/genres_original/hiphop/hiphop.00009.wav,hiphop
Data/genres_original/disco/disco.00074.wav,disco
Data/genres_original/disco/disco.00022.wav,disco
Data/genres_original/disco/disco.00083.wav,disco
Data/genres_original/classical/classical.00065.wav,classical
Data/genres_original/metal/metal.00097.wav,metal
Data/genres_original/jazz/jazz.00057.wav,jazz
Data/genres_original/hiphop/hiphop.00085.wav,hiphop
Data/genres_original/country/country.00069.wav,country
Data/genres_original/rock/rock.00041.wav,rock
Data/genres_original/hiphop/hiphop.00093.wav,hiphop
Data/genres_original/blues/blues.00088.wav,blues
Data/genres_original/rock/rock.00057.wav,rock
Data/genres_original/reggae/reggae.00013.wav,reggae
Data/genres_original/jazz/jazz.00077.wav,jazz
Data/genres_original/blues/blues.00030.wav,blues
Data/genres_original/country/country.00033.wav,country
Data/genres_original/blues/blues.00085.wav,blues
Data/genres_original/classical/classical.00019.wav,classical
Data/genres_original/blues/blues.00036.wav,blues
Data/genres_original/country/country.00021.wav,country
Data/genres_original/metal/metal.00043.wav,metal
Data/genres_original/blues/blues.00076.wav,blues
Data/genres_original/disco/disco.00084.wav,disco
Data/genres_original/rock/rock.00001.wav,rock
Data/genres_original/rock/rock.00089.wav,rock
Data/genres_original/metal/metal.00040.wav,metal
Data/genres_original/metal/metal.00030.wav,metal
Data/genres_original/blues/blues.00029.wav,blues
Data/genres_original/hiphop/hiphop.00034.wav,hiphop
Data/genres_original/metal/metal.00047.wav,metal
Data/genres_original/jazz/jazz.00031.wav,jazz
Data/genres_original/pop/pop.00063.wav,pop
Data/genres_original/classical/classical.00020.wav,classical
Data/genres_original/classical/classical.00067.wav,classical
Data/genres_original/blues/blues.00033.wav,blues
Data/genres_original/country/country.00099.wav,country
Data/genres_original/blues/blues.00024.wav,blues
Data/genres_original/jazz/jazz.00049.wav,jazz
Data/genres_original/pop/pop.00007.wav,pop
Data/genres_original/pop/pop.00051.wav,pop
Data/genres_original/rock/rock.00014.wav,rock
Data/genres_original/hiphop/hiphop.00064.wav,hiphop
Data/genres_original/classical/classical.00011.wav,classical
Data/genres_original/metal/metal.00070.wav,metal
Data/genres_original/reggae/reggae.00061.wav,reggae
Data/genres_original/blues/blues.00047.wav,blues
Data/genres_original/rock/rock.00031.wav,rock
Data/genres_original/pop/pop.00088.wav,pop
Data/genres_original/pop/pop.00090.wav,pop
Data/genres_original/jazz/jazz.00050.wav,jazz
Data/genres_original/disco/disco.00077.wav,disco
Data/genres_original/rock/rock.00080.wav,rock
Data/genres_original/disco/disco.00043.wav,disco
Data/genres_original/country/country.00054.wav,country
Data/genres_original/pop/pop.00020.wav,pop
Data/genres_original/reggae/reggae.00053.wav,reggae
Data/genres_original/disco/disco.00061.wav,disco
Data/genres_original/jazz/jazz.00075.wav,jazz
Data/genres_original/jazz/jazz.00070.wav,jazz
Data/genres_original/rock/rock.00007.wav,rock
Data/genres_original/blues/blues.00002.wav,blues
Data/genres_original/reggae/reggae.00022.wav,reggae
Data/genres_original/metal/metal.00022.wav,metal
Data/genres_original/blues/blues.00018.wav,blues
Data/genres_original/metal/metal.00080.wav,metal
Data/genres_original/classical/classical.00043.wav,classical
Data/genres_original/rock/rock.00082.wav,rock
Data/genres_original/disco/disco.00052.wav,disco
Data/genres_original/jazz/jazz.00078.wav,jazz
Data/genres_original/hiphop/hiphop.00080.wav,hiphop
Data/genres_original/hiphop/hiphop.00092.wav,hiphop
Data/genres_original/hiphop/hiphop.00084.wav,hiphop
Data/genres_original/pop/pop.00025.wav,pop
Data/genres_original/jazz/jazz.00018.wav,jazz
Data/genres_original/classical/classical.00075.wav,classical
Data/genres_original/classical/classical.00016.wav,classical
Data/genres_original/rock/rock.00066.wav,rock
Data/genres_original/disco/disco.00065.wav,disco
Data/genres_original/rock/rock.00078.wav,rock
Data/genres_original/disco/disco.00080.wav,disco
Data/genres_original/blues/blues.00096.wav,blues
Data/genres_original/hiphop/hiphop.00037.wav,hiphop
Data/genres_original/disco/disco.00059.wav,disco
Data/genres_original/rock/rock.00087.wav,rock
Data/genres_original/hiphop/hiphop.00050.wav,hiphop
Data/genres_original/disco/disco.00044.wav,disco
Data/genres_original/hiphop/hiphop.00036.wav,hiphop
Data/genres_original/reggae/reggae.00032.wav,reggae
Data/genres_original/disco/disco.00011.wav,disco
Data/genres_original/disco/disco.00094.wav,disco
Data/genres_original/country/country.00031.wav,country
Data/genres_original/country/country.00067.wav,country
Data/genres_original/blues/blues.00003.wav,blues
Data/genres_original/hiphop/hiphop.00001.wav,hiphop
Data/genres_original/classical/classical.00084.wav,classical
Data/genres_original/reggae/reggae.00026.wav,reggae
Data/genres_original/pop/pop.00032.wav,pop
Data/genres_original/classical/classical.00042.wav,classical
Data/genres_original/rock/rock.00005.wav,rock
Data/genres_original/reggae/reggae.00004.wav,reggae
Data/genres_original/reggae/reggae.00029.wav,reggae
Data/genres_original/country/country.00009.wav,country
Data/genres_original/jazz/jazz.00052.wav,jazz
Data/genres_original/reggae/reggae.00020.wav,reggae
Data/genres_original/hiphop/hiphop.00086.wav,hiphop
Data/genres_original/reggae/reggae.00003.wav,reggae
Data/genres_original/disco/disco.00007.wav,disco
Data/genres_original/hiphop/hiphop.00096.wav,hiphop
Data/genres_original/metal/metal.00020.wav,metal
Data/genres_original/country/country.00020.wav,country
Data/genres_original/rock/rock.00088.wav,rock
Data/genres_original/blues/blues.00031.wav,blues
Data/genres_original/disco/disco.00086.wav,disco
Data/genres_original/hiphop/hiphop.00031.wav,hiphop
Data/genres_original/classical/classical.00061.wav,classical
Data/genres_original/jazz/jazz.00033.wav,jazz
Data/genres_original/reggae/reggae.00084.wav,reggae
Data/genres_original/rock/rock.00040.wav,rock
Data/genres_original/hiphop/hiphop.00000.wav,hiphop
Data/genres_original/country/country.00060.wav,country
Data/genres_original/pop/pop.00004.wav,pop
Data/genres_original/blues/blues.00012.wav,blues
Data/genres_original/reggae/reggae.00047.wav,reggae
Data/genres_original/rock/rock.00084.wav,rock
Data/genres_original/jazz/jazz.00095.wav,jazz
Data/genres_original/classical/classical.00092.wav,classical
Data/genres_original/jazz/jazz.00010.wav,jazz
Data/genres_original/metal/metal.00018.wav,metal
Data/genres_original/hiphop/hiphop.00013.wav,hiphop
Data/genres_original/reggae/reggae.00054.wav,reggae
Data/genres_original/country/country.00001.wav,country
Data/genres_original/pop/pop.00086.wav,pop
Data/genres_original/blues/blues.00001.wav,blues
Data/genres_original/reggae/reggae.00056.wav,reggae
Data/genres_original/metal/metal.00081.wav,metal
Data/genres_original/metal/metal.00031.wav,metal
Data/genres_original/hiphop/hiphop.00052.wav,hiphop
Data/genres_original/blues/blues.00023.wav,blues
Data/genres_original/pop/pop.00005.wav,pop
Data/genres_original/blues/blues.00083.wav,blues
Data/genres_original/country/country.00065.wav,country
Data/genres_original/metal/metal.00054.wav,metal
Data/genres_original/metal/metal.00011.wav,metal
Data/genres_original/metal/metal.00023.wav,metal
Data/genres_original/reggae/reggae.00034.wav,reggae
Data/genres_original/classical/classical.00099.wav,classical
Data/genres_original/reggae/reggae.00067.wav,reggae
Data/genres_original/classical/classical.00091.wav,classical
Data/genres_original/metal/metal.00084.wav,metal
Data/genres_original/metal/metal.00067.wav,metal
Data/genres_original/rock/rock.00096.wav,rock
Data/genres_original/rock/rock.00034.wav,rock
Data/genres_original/country/country.00042.wav,country
Data/genres_original/pop/pop.00022.wav,pop
Data/genres_original/hiphop/hiphop.00058.wav,hiphop
Data/genres_original/pop/pop.00076.wav,pop
